MAIN__;0;PAPI_BR_CN;0.001;0
MAIN__;0;PAPI_BR_CN;0.002;0
MAIN__;0;PAPI_BR_CN;0.003;0
MAIN__;0;PAPI_BR_CN;0.004;0
MAIN__;0;PAPI_BR_CN;0.005;0
MAIN__;0;PAPI_BR_CN;0.006;0
MAIN__;0;PAPI_BR_CN;0.007;0
MAIN__;0;PAPI_BR_CN;0.008;0
MAIN__;0;PAPI_BR_CN;0.009;0
MAIN__;0;PAPI_BR_CN;0.01;0
MAIN__;0;PAPI_BR_CN;0.011;0
MAIN__;0;PAPI_BR_CN;0.012;0
MAIN__;0;PAPI_BR_CN;0.013;0
MAIN__;0;PAPI_BR_CN;0.014;0
MAIN__;0;PAPI_BR_CN;0.015;0
MAIN__;0;PAPI_BR_CN;0.016;0
MAIN__;0;PAPI_BR_CN;0.017;0
MAIN__;0;PAPI_BR_CN;0.018;0
MAIN__;0;PAPI_BR_CN;0.019;0
MAIN__;0;PAPI_BR_CN;0.02;0
MAIN__;0;PAPI_BR_CN;0.021;0
MAIN__;0;PAPI_BR_CN;0.022;0
MAIN__;0;PAPI_BR_CN;0.023;0
MAIN__;0;PAPI_BR_CN;0.024;0
MAIN__;0;PAPI_BR_CN;0.025;0
MAIN__;0;PAPI_BR_CN;0.026;0
MAIN__;0;PAPI_BR_CN;0.027;0
MAIN__;0;PAPI_BR_CN;0.028;0
MAIN__;0;PAPI_BR_CN;0.029;0
MAIN__;0;PAPI_BR_CN;0.03;0
MAIN__;0;PAPI_BR_CN;0.031;0
MAIN__;0;PAPI_BR_CN;0.032;0
MAIN__;0;PAPI_BR_CN;0.033;0
MAIN__;0;PAPI_BR_CN;0.034;0
MAIN__;0;PAPI_BR_CN;0.035;0
MAIN__;0;PAPI_BR_CN;0.036;0
MAIN__;0;PAPI_BR_CN;0.037;0
MAIN__;0;PAPI_BR_CN;0.038;0
MAIN__;0;PAPI_BR_CN;0.039;0
MAIN__;0;PAPI_BR_CN;0.04;0
MAIN__;0;PAPI_BR_CN;0.041;0
MAIN__;0;PAPI_BR_CN;0.042;0
MAIN__;0;PAPI_BR_CN;0.043;0
MAIN__;0;PAPI_BR_CN;0.044;0
MAIN__;0;PAPI_BR_CN;0.045;0
MAIN__;0;PAPI_BR_CN;0.046;0
MAIN__;0;PAPI_BR_CN;0.047;0
MAIN__;0;PAPI_BR_CN;0.048;0
MAIN__;0;PAPI_BR_CN;0.049;0
MAIN__;0;PAPI_BR_CN;0.05;0
MAIN__;0;PAPI_BR_CN;0.051;0
MAIN__;0;PAPI_BR_CN;0.052;0
MAIN__;0;PAPI_BR_CN;0.053;0
MAIN__;0;PAPI_BR_CN;0.054;0
MAIN__;0;PAPI_BR_CN;0.055;0
MAIN__;0;PAPI_BR_CN;0.056;0
MAIN__;0;PAPI_BR_CN;0.057;0
MAIN__;0;PAPI_BR_CN;0.058;0
MAIN__;0;PAPI_BR_CN;0.059;0
MAIN__;0;PAPI_BR_CN;0.06;0
MAIN__;0;PAPI_BR_CN;0.061;0
MAIN__;0;PAPI_BR_CN;0.062;0
MAIN__;0;PAPI_BR_CN;0.063;0
MAIN__;0;PAPI_BR_CN;0.064;0
MAIN__;0;PAPI_BR_CN;0.065;0
MAIN__;0;PAPI_BR_CN;0.066;0
MAIN__;0;PAPI_BR_CN;0.067;0
MAIN__;0;PAPI_BR_CN;0.068;0
MAIN__;0;PAPI_BR_CN;0.069;0
MAIN__;0;PAPI_BR_CN;0.07;0
MAIN__;0;PAPI_BR_CN;0.071;0
MAIN__;0;PAPI_BR_CN;0.072;0
MAIN__;0;PAPI_BR_CN;0.073;0
MAIN__;0;PAPI_BR_CN;0.074;0
MAIN__;0;PAPI_BR_CN;0.075;0
MAIN__;0;PAPI_BR_CN;0.076;0
MAIN__;0;PAPI_BR_CN;0.077;0
MAIN__;0;PAPI_BR_CN;0.078;0
MAIN__;0;PAPI_BR_CN;0.079;0
MAIN__;0;PAPI_BR_CN;0.08;0
MAIN__;0;PAPI_BR_CN;0.081;0
MAIN__;0;PAPI_BR_CN;0.082;0
MAIN__;0;PAPI_BR_CN;0.083;0
MAIN__;0;PAPI_BR_CN;0.084;0
MAIN__;0;PAPI_BR_CN;0.085;0
MAIN__;0;PAPI_BR_CN;0.086;0
MAIN__;0;PAPI_BR_CN;0.087;0
MAIN__;0;PAPI_BR_CN;0.088;0
MAIN__;0;PAPI_BR_CN;0.089;0
MAIN__;0;PAPI_BR_CN;0.09;0
MAIN__;0;PAPI_BR_CN;0.091;0
MAIN__;0;PAPI_BR_CN;0.092;0
MAIN__;0;PAPI_BR_CN;0.093;0
MAIN__;0;PAPI_BR_CN;0.094;0
MAIN__;0;PAPI_BR_CN;0.095;19.639
MAIN__;0;PAPI_BR_CN;0.096;71.3296
MAIN__;0;PAPI_BR_CN;0.097;73.5017
MAIN__;0;PAPI_BR_CN;0.098;75.6964
MAIN__;0;PAPI_BR_CN;0.099;77.9137
MAIN__;0;PAPI_BR_CN;0.1;80.1536
MAIN__;0;PAPI_BR_CN;0.101;82.4162
MAIN__;0;PAPI_BR_CN;0.102;84.7014
MAIN__;0;PAPI_BR_CN;0.103;87.0092
MAIN__;0;PAPI_BR_CN;0.104;89.3397
MAIN__;0;PAPI_BR_CN;0.105;91.6928
MAIN__;0;PAPI_BR_CN;0.106;94.0685
MAIN__;0;PAPI_BR_CN;0.107;96.4668
MAIN__;0;PAPI_BR_CN;0.108;98.8877
MAIN__;0;PAPI_BR_CN;0.109;101.331
MAIN__;0;PAPI_BR_CN;0.11;103.798
MAIN__;0;PAPI_BR_CN;0.111;106.286
MAIN__;0;PAPI_BR_CN;0.112;108.798
MAIN__;0;PAPI_BR_CN;0.113;111.332
MAIN__;0;PAPI_BR_CN;0.114;113.889
MAIN__;0;PAPI_BR_CN;0.115;116.468
MAIN__;0;PAPI_BR_CN;0.116;119.07
MAIN__;0;PAPI_BR_CN;0.117;121.694
MAIN__;0;PAPI_BR_CN;0.118;124.342
MAIN__;0;PAPI_BR_CN;0.119;127.011
MAIN__;0;PAPI_BR_CN;0.12;129.704
MAIN__;0;PAPI_BR_CN;0.121;132.419
MAIN__;0;PAPI_BR_CN;0.122;135.157
MAIN__;0;PAPI_BR_CN;0.123;137.917
MAIN__;0;PAPI_BR_CN;0.124;140.7
MAIN__;0;PAPI_BR_CN;0.125;143.506
MAIN__;0;PAPI_BR_CN;0.126;146.334
MAIN__;0;PAPI_BR_CN;0.127;149.185
MAIN__;0;PAPI_BR_CN;0.128;152.058
MAIN__;0;PAPI_BR_CN;0.129;154.954
MAIN__;0;PAPI_BR_CN;0.13;157.873
MAIN__;0;PAPI_BR_CN;0.131;160.814
MAIN__;0;PAPI_BR_CN;0.132;163.778
MAIN__;0;PAPI_BR_CN;0.133;166.765
MAIN__;0;PAPI_BR_CN;0.134;169.774
MAIN__;0;PAPI_BR_CN;0.135;172.801
MAIN__;0;PAPI_BR_CN;0.136;175.826
MAIN__;0;PAPI_BR_CN;0.137;178.844
MAIN__;0;PAPI_BR_CN;0.138;181.854
MAIN__;0;PAPI_BR_CN;0.139;184.857
MAIN__;0;PAPI_BR_CN;0.14;187.852
MAIN__;0;PAPI_BR_CN;0.141;190.84
MAIN__;0;PAPI_BR_CN;0.142;193.821
MAIN__;0;PAPI_BR_CN;0.143;196.795
MAIN__;0;PAPI_BR_CN;0.144;199.774
MAIN__;0;PAPI_BR_CN;0.145;202.756
MAIN__;0;PAPI_BR_CN;0.146;205.691
MAIN__;0;PAPI_BR_CN;0.147;208.557
MAIN__;0;PAPI_BR_CN;0.148;211.34
MAIN__;0;PAPI_BR_CN;0.149;213.969
